id,name,symbol,slug,cmc_rank,price,volume_24h,market_cap,percent_change_1h,percent_change_24h,percent_change_7d,last_updated,pull_timestamp
1,Bitcoin,BTC,bitcoin,1,88123.01513674992,24789351896.394684,1759353085221.2766,0.04505568,-0.40695441,-2.1766697,2025-12-20 16:38:00+00:00,2025-12-20 16:40:09.792000+00:00
1027,Ethereum,ETH,ethereum,2,2974.69874368536,11871070180.689966,359031312853.3357,0.01757275,-0.3588972,-4.25713787,2025-12-20 16:38:00+00:00,2025-12-20 16:40:09.792000+00:00
825,Tether USDt,USDT,tether,3,0.999554178328743,60336488613.68601,186241187870.558,-0.00058297,0.01579906,-0.06168814,2025-12-20 16:38:00+00:00,2025-12-20 16:40:09.792000+00:00
1839,BNB,BNB,bnb,4,852.985426696928,1622490237.860118,117486089665.81667,0.12090245,0.19808799,-5.38306571,2025-12-20 16:39:00+00:00,2025-12-20 16:40:09.792000+00:00
52,XRP,XRP,xrp,5,1.9271249844962137,2482059789.476137,116731634992.54152,0.29479927,1.6472282,-4.93222258,2025-12-20 16:38:00+00:00,2025-12-20 16:40:09.792000+00:00
3408,USDC,USDC,usd-coin,6,0.9997730098232545,6695972865.217364,77079598372.1483,0.00083358,0.01612768,-0.01128642,2025-12-20 16:38:00+00:00,2025-12-20 16:40:09.792000+00:00
5426,Solana,SOL,solana,7,126.19498373379011,2569081318.9967647,70958813427.94801,-0.02682136,-0.16691039,-5.22845772,2025-12-20 16:38:00+00:00,2025-12-20 16:40:09.792000+00:00
1958,TRON,TRX,tron,8,0.2800748371031549,431863793.8879179,26518914643.83433,0.11508397,0.40619655,2.91949444,2025-12-20 16:38:00+00:00,2025-12-20 16:40:09.792000+00:00
74,Dogecoin,DOGE,dogecoin,9,0.13181022155558067,786470595.9891304,22140735383.16752,0.06794819,-0.04373018,-5.39592888,2025-12-20 16:38:00+00:00,2025-12-20 16:40:09.792000+00:00
2010,Cardano,ADA,cardano,10,0.3764690860549621,384072944.6641193,13523191915.998476,-0.17947943,-0.35544202,-8.73455193,2025-12-20 16:38:00+00:00,2025-12-20 16:40:09.792000+00:00
1831,Bitcoin Cash,BCH,bitcoin-cash,11,596.9047925775527,646110285.4962507,11919918235.28959,0.32400448,-0.68693048,3.43812693,2025-12-20 16:38:00+00:00,2025-12-20 16:40:09.792000+00:00
1975,Chainlink,LINK,chainlink,12,12.592397358546224,320966056.9287805,8916676197.513811,0.0031329,-0.39445881,-8.61824662,2025-12-20 16:39:00+00:00,2025-12-20 16:40:09.792000+00:00
328,Monero,XMR,monero,13,453.2361272423177,176253277.4004494,8360730844.198292,-0.20424555,3.00477183,9.39839566,2025-12-20 16:38:00+00:00,2025-12-20 16:40:09.792000+00:00
32196,Hyperliquid,HYPE,hyperliquid,14,24.675342961499712,166078516.42647228,8307823248.892639,0.09978137,0.5885822,-14.69730876,2025-12-20 16:38:00+00:00,2025-12-20 16:40:09.792000+00:00
3957,UNUS SED LEO,LEO,unus-sed-leo,15,8.357209599310574,2378672.37945022,7704043174.028332,-0.50234702,12.89321531,-12.11022218,2025-12-20 16:39:00+00:00,2025-12-20 16:40:09.792000+00:00
1437,Zcash,ZEC,zcash,16,448.7105729142186,626061754.0591608,7379767925.96724,0.05083291,2.69315372,2.52580554,2025-12-20 16:38:00+00:00,2025-12-20 16:40:09.792000+00:00
512,Stellar,XLM,stellar,17,0.21934276713011466,144531146.19577804,7108465602.0243225,0.38887831,-0.36471494,-8.60822307,2025-12-20 16:38:00+00:00,2025-12-20 16:40:09.792000+00:00
29470,Ethena USDe,USDe,ethena-usde,18,0.9988493546181908,48284759.54112463,6432375275.930377,0.00167769,-0.01366317,-0.06314824,2025-12-20 16:38:00+00:00,2025-12-20 16:40:09.792000+00:00
2,Litecoin,LTC,litecoin,19,76.62637838399225,261281058.40530187,5873152004.347591,-0.0919769,-0.57779154,-6.34480751,2025-12-20 16:38:00+00:00,2025-12-20 16:40:09.792000+00:00
20947,Sui,SUI,sui,20,1.4565743920828556,465079103.4830057,5443023847.560263,-0.24049686,-0.65824291,-9.36647622,2025-12-20 16:38:00+00:00,2025-12-20 16:40:09.792000+00:00
4943,Dai,DAI,multi-collateral-dai,21,0.9998415765152555,113381511.09614387,5364532700.040128,0.00511267,0.01156363,0.01465312,2025-12-20 16:38:00+00:00,2025-12-20 16:40:09.792000+00:00
5805,Avalanche,AVAX,avalanche,22,12.279430647994463,206174307.92649361,5274247850.639084,0.1707779,-0.69530718,-8.11695449,2025-12-20 16:38:00+00:00,2025-12-20 16:40:09.792000+00:00
4642,Hedera,HBAR,hedera,23,0.11304082183345192,117158902.5002586,4835514297.043424,-0.12957458,0.6360505,-8.04257387,2025-12-20 16:38:00+00:00,2025-12-20 16:40:09.792000+00:00
5994,Shiba Inu,SHIB,shiba-inu,24,7.4328100433977365e-06,82496173.99476276,4379740837.131934,-0.07116137,-1.99613055,-11.02466404,2025-12-20 16:38:00+00:00,2025-12-20 16:40:09.792000+00:00
27772,PayPal USD,PYUSD,paypal-usd,25,0.999705191002232,37123261.48367156,3884434772.015419,0.01384412,0.00544947,-0.0002848,2025-12-20 16:38:00+00:00,2025-12-20 16:40:09.792000+00:00
7083,Uniswap,UNI,uniswap,26,6.070728750299323,493085659.3407822,3826565656.7598343,1.44986684,15.1310048,11.10421871,2025-12-20 16:39:00+00:00,2025-12-20 16:40:09.792000+00:00
27075,Mantle,MNT,mantle,27,1.160361948745918,112871268.72797483,3774592503.5602145,0.29555468,1.00065025,-9.10522219,2025-12-20 16:38:00+00:00,2025-12-20 16:40:09.792000+00:00
3635,Cronos,CRO,cronos,28,0.09643565168597051,17779014.97440353,3717481691.0991592,-0.37497766,3.36962011,-3.38984296,2025-12-20 16:38:00+00:00,2025-12-20 16:40:09.792000+00:00
11419,Toncoin,TON,toncoin,29,1.4916114771699183,69360003.2879474,3656482428.4745812,-0.06779873,0.33864317,-7.74573475,2025-12-20 16:39:00+00:00,2025-12-20 16:40:09.792000+00:00
33251,World Liberty Financial,WLFI,world-liberty-financial-wlfi,30,0.13431627884454178,82967829.53978378,3590888125.0581584,-0.29721028,0.60211879,-7.59570106,2025-12-20 16:38:00+00:00,2025-12-20 16:40:09.792000+00:00
37263,Canton,CC,canton-network,31,0.09860249801886102,52605027.96053513,3585710087.2542443,-2.54584238,31.06075166,38.39033834,2025-12-20 16:38:00+00:00,2025-12-20 16:40:09.792000+00:00
